cycle,chamber,race_id,district_id,state,district,election_date,election_type,dem_candidate,gop_candidate,other_candidates,dem_vote_total,gop_vote_total,other_vote_total,total_vote,dem_vote_share,gop_vote_share,actual_dem_margin,actual_winner,has_dem_candidate,has_gop_candidate,major_party_contested,named_candidate_count,named_dem_count,named_gop_count,named_other_count,general_election_party_structure,uncontested,uncontested_dem,uncontested_gop,include_in_major_party_margin_scoring,special_handling_notes,source_name,source_url,retrieved_date,dem_candidate_join_name,dem_candidate_uid,dem_fec_candidate_id,dem_principal_campaign_committee_id,dem_fec_status,dem_is_incumbent,dem_is_challenger,dem_is_open_seat_candidate,dem_fec_candidate_status,dem_match_method,dem_match_score,gop_candidate_join_name,gop_candidate_uid,gop_fec_candidate_id,gop_principal_campaign_committee_id,gop_fec_status,gop_is_incumbent,gop_is_challenger,gop_is_open_seat_candidate,gop_fec_candidate_status,gop_match_method,gop_match_score,incumbency_status,open_seat,incumbent_party,incumbency_data_complete,district_pres_margin_dem,boundary_compatibility,presidential_baseline_available,presidential_result_year,boundary_cycle,national_environment_margin_dem,environment_multiplier,state_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,polling_adjustment_dem,historical_input_status,district_elasticity_raw,district_elasticity_shrunk,elasticity_shrink_target,elasticity_shrinkage_strength,elasticity_observation_count,elasticity_residual_rmse,elasticity_low_information_estimate,elasticity_match_status,elasticity_source,district_elasticity,elasticity_fallback_used,elasticity_boundary_compatibility
2022,House,AR-3,AR-3,AR,3,2022-11-08,General,LAUREN MALLETT-HAYS,STEVE WOMACK,MICHAEL J KALAGIAS,73541,142401,7646,223588,32.891300069771184,63.68901729967619,-30.797717229905004,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,LAUREN MALLETT-HAYS,HOUSE_2022_AR_3_D_LAUREN_MALLETT_HAYS,H2AR03283,C00777144,C,False,True,False,C,high_confidence_automatic,95.0,STEVE WOMACK,HOUSE_2022_AR_3_R_STEVE_WOMACK,H0AR03055,C00477745,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-23.4,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.1604214531492621,0.5672351904754781,0.974048927801694,0.5,1.0,0.0,True,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.5672351904754781,False,approximate label match; geography not guaranteed continuous
2022,House,AR-4,AR-4,AR,4,2022-11-08,General,JOHN WHITE,BRUCE WESTERMAN,GREGORY MAXWELL,56745,153850,6101,216696,26.186454756894452,70.99808025990328,-44.81162550300883,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JOHN WHITE,HOUSE_2022_AR_4_D_JOHN_WHITE,H2AR04158,,C,False,True,False,N,high_confidence_automatic,100.0,BRUCE WESTERMAN,HOUSE_2022_AR_4_R_BRUCE_WESTERMAN,H4AR04048,C00548180,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-35.2,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,-0.6457754231130565,0.1641367523443188,0.974048927801694,0.5,2.0,9.04162007881297,True,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.1641367523443188,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-1,AZ-1,AZ,1,2022-11-08,General,JEVIN HODGE,DAVID SCHWEIKERT,,179141,182336,0,361477,49.55806316861101,50.44193683138899,-0.8838736627779914,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JEVIN HODGE,HOUSE_2022_AZ_1_D_JEVIN_HODGE,H2AZ06221,C00778464,C,False,True,False,C,high_confidence_automatic,95.0,DAVID SCHWEIKERT,HOUSE_2022_AZ_1_R_DAVID_SCHWEIKERT,H4AZ06045,C00540617,I,True,False,False,C,high_confidence_state_fallback,95.0,confirmed_incumbent_running,False,R,True,1.5,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.12123250834268,0.547640718072187,0.974048927801694,0.5,4.0,2.531565184553038,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.547640718072187,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-2,AZ-2,AZ,2,2022-11-08,General,TOM OâHALLERAN,ELI CRANE,,149151,174169,76,323396,46.12023649024725,53.85626290986902,-7.736026419621764,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,TOM OâHALLERAN,HOUSE_2022_AZ_2_D_TOM_OAHALLERAN,,,,False,False,False,,unmatched,0.0,ELI CRANE,HOUSE_2022_AZ_2_R_ELI_CRANE,H2AZ01354,C00784934,C,False,True,False,C,high_confidence_automatic,100.0,unresolved,,,False,-7.9,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.9753164633247288,0.9746826955632114,0.974048927801694,0.5,4.0,11.9967426278079,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.9746826955632114,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-3,AZ-3,AZ,3,2022-11-08,General,RUBEN GALLEGO,JEFF ZINK,,108599,32475,0,141074,76.98016643747253,23.019833562527467,53.96033287494507,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,RUBEN GALLEGO,HOUSE_2022_AZ_3_D_RUBEN_GALLEGO,H4AZ07043,C00558627,I,True,False,False,C,high_confidence_automatic,100.0,JEFF ZINK,HOUSE_2022_AZ_3_R_JEFF_ZINK,H2AZ07187,C00766402,C,False,True,False,C,high_confidence_automatic,88.75,confirmed_incumbent_running,False,D,True,50.6,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.881794367796767,0.9279216477992304,0.974048927801694,0.5,2.0,5.190716919678348,True,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.9279216477992304,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-4,AZ-4,AZ,4,2022-11-08,General,GREG STANTON,KELLY COOPER,,148941,116521,36,265498,56.09872767403144,43.887712901792106,12.21101477223934,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,GREG STANTON,HOUSE_2022_AZ_4_D_GREG_STANTON,H8AZ09040,C00657304,I,True,False,False,C,high_confidence_automatic,100.0,KELLY COOPER,HOUSE_2022_AZ_4_R_KELLY_COOPER,H2AZ09191,C00792085,C,False,True,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,D,True,10.3,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.5913318505072755,0.7826903891544847,0.974048927801694,0.5,4.0,1.3084658118268149,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.7826903891544847,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-5,AZ-5,AZ,5,2022-11-08,General,JAVIER RAMOS,ANDY BIGGS,CLINT SMITH,120243,182464,18851,321590,37.39015516651637,56.73808265182375,-19.34792748530738,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JAVIER RAMOS,HOUSE_2022_AZ_5_D_JAVIER_RAMOS,H0AZ05185,C00813923,C,False,True,False,C,high_confidence_automatic,95.0,ANDY BIGGS,HOUSE_2022_AZ_5_R_ANDY_BIGGS,H6AZ05083,C00610451,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-16.4,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.8638493600268765,0.9189491439142852,0.974048927801694,0.5,4.0,5.042914634273774,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.9189491439142852,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-6,AZ-6,AZ,6,2022-11-08,General,KIRSTEN ENGEL,JUAN CISCOMANI,,171969,177201,42,349283,49.234861129800194,50.732786880552446,-1.4979257507522554,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,KIRSTEN ENGEL,HOUSE_2022_AZ_6_D_KIRSTEN_ENGEL,H2AZ02311,C00773820,C,False,True,False,C,high_confidence_automatic,100.0,JUAN CISCOMANI,HOUSE_2022_AZ_6_R_JUAN_CISCOMANI,H2AZ02360,C00786194,O,False,False,True,C,high_confidence_automatic,100.0,confirmed_open,True,,True,0.1,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.651847302665953,0.8129481152338236,0.974048927801694,0.5,4.0,6.800575573070829,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.8129481152338236,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-7,AZ-7,AZ,7,2022-11-08,General,RAÃL M GRIJALVA,LUIS POZZOLO,,126418,69444,0,195862,64.54442413536061,35.455575864639385,29.088848270721225,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,RAÃL M GRIJALVA,HOUSE_2022_AZ_7_D_RAAL_M_GRIJALVA,H2AZ07070,C00374058,I,True,False,False,C,probable_automatic,74.5,LUIS POZZOLO,HOUSE_2022_AZ_7_R_LUIS_POZZOLO,H2AZ03152,C00791046,C,False,True,False,C,high_confidence_state_fallback,95.0,confirmed_incumbent_running,False,D,True,32.8,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,,,,,,,,fallback_no_historical_district_label,fallback elasticity,0.974048927801694,True,no historical district-label estimate
2022,House,AZ-8,AZ-8,AZ,8,2022-11-08,General,JEREMY SPREITZER,DEBBIE LESKO,,5145,197555,0,204713,2.513274682115938,96.50339743934192,-93.99012275722598,R,False,True,False,1,0,1,0,R_unopposed,True,False,True,False,Nonstandard general-election party structure: R_unopposed,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,,,,,,False,,,,,,DEBBIE LESKO,HOUSE_2022_AZ_8_R_DEBBIE_LESKO,H8AZ08158,C00663914,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-13.5,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,1.579400982155435,1.2767249549785644,0.974048927801694,0.5,1.0,0.0,True,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,1.2767249549785644,False,approximate label match; geography not guaranteed continuous
2022,House,AZ-9,AZ-9,AZ,9,2022-11-08,General,RICHARD GRAYSON,PAUL GOSAR,,3531,192796,0,197185,1.7907041610670182,97.7741714633466,-95.98346730227958,R,False,True,False,1,0,1,0,R_unopposed,True,False,True,False,Nonstandard general-election party structure: R_unopposed,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,,,,,,False,,,,,,PAUL GOSAR,HOUSE_2022_AZ_9_R_PAUL_GOSAR,H0AZ01259,C00461806,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-25.8,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,-0.2305367966013344,0.3717560656001798,0.974048927801694,0.5,4.0,6.022021245785523,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.3717560656001798,False,approximate label match; geography not guaranteed continuous
2022,House,CA-1,CA-1,CA,1,2022-11-08,General,MAX STEINER,DOUG LAMALFA,,93386,152839,0,246225,37.92709919788811,62.07290080211189,-24.145801604223777,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,MAX STEINER,HOUSE_2022_CA_1_D_MAX_STEINER,H2CA01227,C00783498,C,False,True,False,C,high_confidence_automatic,100.0,DOUG LAMALFA,HOUSE_2022_CA_1_R_DOUG_LAMALFA,H2CA02142,C00509422,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-19.1,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.9433069142043686,0.9586779210030314,0.974048927801694,0.5,4.0,0.5875577469135873,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.9586779210030314,False,approximate label match; geography not guaranteed continuous
2022,House,CA-2,CA-2,CA,2,2022-11-08,General,JARED HUFFMAN,DOUGLAS BROWER,,229720,79029,0,308749,74.40347984932745,25.596520150672553,48.80695969865489,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JARED HUFFMAN,HOUSE_2022_CA_2_D_JARED_HUFFMAN,H2CA06259,C00536680,I,True,False,False,C,high_confidence_automatic,100.0,DOUGLAS BROWER,HOUSE_2022_CA_2_R_DOUGLAS_BROWER,H2CA02209,C00786335,C,False,True,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,D,True,49.5,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,-0.1544702524994376,0.4097893376511282,0.974048927801694,0.5,4.0,4.254812027670014,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.4097893376511282,False,approximate label match; geography not guaranteed continuous
2022,House,CA-3,CA-3,CA,3,2022-11-08,General,KERMIT JONES,KEVIN KILEY,,156761,181438,0,338199,46.35170417416965,53.64829582583035,-7.296591651660709,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,KERMIT JONES,HOUSE_2022_CA_3_D_KERMIT_JONES,H2CA04122,C00786087,C,False,True,False,C,high_confidence_automatic,100.0,KEVIN KILEY,HOUSE_2022_CA_3_R_KEVIN_KILEY,H2CA03157,C00801985,C,False,True,False,C,high_confidence_automatic,100.0,unresolved,,,False,-1.8,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,0.4473237165324111,0.7106863221670525,0.974048927801694,0.5,4.0,7.118665042259972,False,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,0.7106863221670525,False,approximate label match; geography not guaranteed continuous
2022,House,CA-4,CA-4,CA,4,2022-11-08,General,MIKE THOMPSON,MATT BROCK,,176900,84007,0,260907,67.80193708869444,32.19806291130556,35.603874177388875,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,MIKE THOMPSON,HOUSE_2022_CA_4_D_MIKE_THOMPSON,H8CA01109,C00326363,I,True,False,False,C,high_confidence_automatic,100.0,MATT BROCK,HOUSE_2022_CA_4_R_MATT_BROCK,H2CA04148,C00807735,C,False,True,False,C,high_confidence_automatic,90.0,confirmed_incumbent_running,False,D,True,36.6,authoritative_2022_boundary,True,2020,2022,,,,,,,,presidential_baseline_ready,1.5998675740290864,1.2869582509153903,0.974048927801694,0.5,2.0,3.815084890100163,True,district_label_match_across_redistricting,2012-2020 consecutive House swings; constrained OLS; district-number match applied across 2022 redistricting,1.2869582509153903,False,approximate label match; geography not guaranteed continuous
